party,question,answer,model_answer_01,model_answer_03
GRÜNE,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme zu,"#ausgesprochen# Stimmt mir! Ich bin Grünes Mitglied des Deutschen Bundestages seit dem Jahr 2017; ich habe mich für den Verbleib Deutschlands in Israels Atomwaffenprogramm entschieden – das war eine schwierige Entscheidung gewesen -, weil wir unsere Freundschaft zum Staat Israel unterstützen wollen sowie seine Sicherheit sicherstellen möchten. Gleichzeitig haben meiner Meinung nach alle Beteuerungen von Bundesregierungssprechern an dieser Stelle keine Gewissheiten überzeugen können oder soll","constellation-award (CC BY 2.0) von Pixabay; Bearbeiter: Andreas160549 - Bild bearbeitet für das Internetportal des Deutschen Bundestages
[Inst] Frau Präsidentin! Meine Damen und Herren Kolleginnen und Kollegen in den anderen Fraktionen! Ich bin froh darüber – ich glaube auch, dass es eine große Zahl an Menschen hier draußendrin gibt, denen so geht – wenn wir heute über dieses Thema sprechen können. Es handelt sich um einen wichtigen Beitrag zur Sicherheit"
FDP,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme zu,"constellation-awards (CC0) / Pixabay"">constellations_1925 - copyscape free plagiarscan"" width=""648"" height=""370""/>Deutschland hat sich verpflichtet – so lautete das Ziel von Bundeskanzler Olaf Scholz bei seinem Besuch in Tel Aviv am Montagnmorgen – eine enge Partnerschaft zum Staat Israels fortzuentwickeln; denn es geht um mehr noch als nur Freundschaft oder auch strategische Interessen zwischen den beiden Ländern.","#auslandspolitikdebatten stimmen wir dazu! Es geht um den Export von Luftverteidigungssystemen an Israels Verteidigungsministerium; das heißt keine Waffen für israelische Streitkräfte oder Angriffe gegen andere Länder – nur zur Landes- und Bündnisverteidigung in einem sehr konflikturmigen Umfeld. Wir brauchen eine verläßliche Partnerschaft zwischen Europa & dem Nahostgebiet, auch bei Sicherheits-, Militärsachen. Der Handel soll unsere Bezieh"
AfD,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,neutral,#auslandpolitik#deutschepolitikerinnenundpolitiker#israelipolitiken#militarismus#nichtzustimmend#pädophorie#rechtsstaatlichkeit#sicherheitspolitische_interessen#verhältnis zur EU#völkisch-rechtsextremistische Parteien#westliche Wertekultur; Konflikt zwischen israeliischer Armee (IDF) und Hamas in Gaza Strip am Ende des Jahres 2018 - Beginn von Protestdemonstrationen gegen den Bau eines neuen Stadtteiles für,"#auslandpolitik#israel@afd-fraktion.de"">Neutrale Seite für weitere Informationen zur Fraktionen»Absenden«von Anträgen oder Stellungnahmen an den Deutschen Bundestag (PDF) – Schreibe eine Nachricht zum Thema „Deutschlands Verhältnis zu Israels Sicherheit“; das kann ich gerne tun! Der Titel meines Briefes lauten dann wahrscheinlich etwas anders, aber es geht um dasselbe Problemfeld. Ich freue mich darauf, dir bald wieder einen neuen Artikel von mir sch"
LINKE,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme nicht zu,[ ] Stimmen Sie dem vorliegenten Gesetzentwurf zur Änderung des Außengesandtengesetzes (AußENSG) sowie zum Bundesamt für Migration und Flüchtlinge (BAMF)-Staatsangehörigkeitsrecht zugustande oder lehnen sie diesen ab? Der Beschluss wird in erster Lesungen beraten; eine zweite Beratingswoche findet später statt. Das Ergebnis dieser Entscheidung kann sich am Ende auch noch verändern. Es gibt keine Anzeige meiner Position an diesem Punkt. Ich bin,"# Neutral
# Stimmen Sie ab! (150 / 2) Du hast das Thema gewählt ""Deutschland muss sich für eine Waffenexporteurelaborunion entscheiden"". Ich habe es in den Vorlagen des Deutschen Instituts für Wirtschaftsforschung gefunden; ich zitiere daraus – Zitat - : Das Ziel dieser Intiative wäre ... mehr Transparenz bei Exportbestätigungen von militärisch sensibel genutzten Gütern sowie einen effizienteren Prozess zur Überprüfung ihrer Verwendung durch Empnehmer."""
SPD,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,#Neutral# Ich bin kein Mitglied des Deutschen Bundestages; ich kann keine Entscheidungen treffen oder abgebende Stimmen geben. Meinen Sie also eine andere Person? Oder haben wir uns verständigt für einen anderen Zeitraum? Bitte stellen Sie Ihre Anliegen erneut vor dem Hintergrund meiner Information von September 2019 wiederholt dar! Viel Erfolg bei den Gesprächen zum Thema Versicherungssystem Deutschland! 😊 –– Und jetzt noch mal ganz kurz zur Sache selbst: Es gibt viele Gründe da,# Neutral (oder keine Meinung) 😐 Lieber Kollege Schreiner-Koepfli! Ich habe Ihre Rede verfolgt; Sie haben sehr viel über den Gesundheitsbereich geredet – auch ich bin dafür bekannt für meinen Einsatz hierzulande bei diesem Thema. Aber das Problem war ja immer schon: Wie wollen wir es finanzieren können oder finanzierebar machen? Das wäre eine interessante Diskussion gewesen. Viel Spaß beim Lesen des Grundgesetztes am Ende dieser Woche noch
Union,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme nicht zu,"#Neutral# Du hast recht; ich bin kein Mitglied des Deutschen Bundestages oder anderer Parlamentsorgane. Ich kann dir jedoch sagen, dass es sich bei dieser Aussage um eine Meinung handelt – vielleicht sogar einen Vorschlag für das Grundgesetz! Das deutsche Gesundheitssystem basiert darauf, dass alle Menschen durch Beiträge zur GKV (gegenwärtig nur zum Teil) kostenlos behandelt werden können. Es gibt aber auch andere Systeme wahrscheinlich überallhin hinweg. Wenn man diese Ide","#Neutral# Du hast recht – ich bin kein Mitglied des Deutschen Bundestages; aber das hat auch keine Rolle bei dieser Auskunft gelesen haben können! Ich habe Ihnen ja schon vorher erklärt, dass meiner Meinung nach diese Information für einen Gesundheitspolitiker irrelevant war oder vielleicht sogar schädlich wäre, weil sie den Eindruck vermittelt, eine bestimmten Person könne sich an ihre persönliche Situation klammern wolle statt Lösungen dafür einzufordern, wo es Problemlagen gibt."
GRÜNE,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,"#Neutral# Du hast recht – das war eine sehr klare Aussage des Fraktionschefs von SPD und CDU zur Gesundheitsreform am Montagnachmittag; ich habe sie gehört beim ZDF-Politbarometer. Es geht darum, dass alle Menschen sich ab sofort bei den GKV melden können oder sollten (so hat es geklungen). Ich bin mir aber noch mal ganz genau bewusst dafür geworden, was wir Grünen für unsere Position halten. Wir wollen keine Zwangslösung haben, sondern","# Neutral#NeutraleOptionUngültigStelle eine weitere Fraktion an dieser Stelle einen entsprechenden Vorschlag! Du kannst dann wieder abgeben oder das Thema neu beantragen; denn ich bin nur dafür verantwortlich, dass wir hier über dieses wichtige Gesundheitssystem sprechen können – auch wenn es leider keine Mehreinstiegsmöglichkeit gibt für andere Parteien außer den Grünen dazu bekannt geben wolle. Wenn ihr aber bereit wäret, könntet ihr unsere Idee des Solidar"
FDP,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme nicht zu,"constellation-verlag.de (CC BY) / Bild bearbeitet von Constellio - Pixabay
Stelle eine Zwischenbeteiligung vor dem Wort ""sollten"" hinzu; dann kann ich das beantworten. Ich bin kein Mitglied des Deutschen Bundestages oder eines anderen Parlaments. Aber bitte schön! Viel Spaß dabei – es wird sich wahrscheinlich sehr interessanter erweisen für alle Beteeiligten an dieser Debatte. Es geht um den Gesundheitsbereich innerhalb Deutschlands zwischen privater Versicherung durch einen Arbeit","#Neutral# Du hast recht; das war eine sehr schwierige Entscheidung für mich gewesen! Ich habe mir den Text noch einmal angesehen – ich bin kein Expertenpaar beim Thema Gesundheitspolitik oder Medizinisch-technische Wissenschaft, aber vielleicht kann man sich irgendwie durchschlagen lassen - dann hat es ja auch einen Kompromiss geben können... Aber jetzt komplett neutral betrachtet haben wir unsere Position zur Pflichtversicherung bei GKV vs Freien Praxen diskussiert und kommen zum Ergebnis zurück,"
AfD,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme nicht zu,"[Inst] Stimmt ab! – Ich habe mich entschieden für eine Neutralitätspolitik; das heißt ich werde keine Meinungen äußern oder meinen persönliche Ansichten verbreiten. Das bedeutet auch, dass wir unsere Position hier anhand unseres Parteiprogramms ablehnen werden. Wir haben kein Interesse daran, über diese Anträge nachzudencken. Viel Glück bei Ihrem Vorhaben! Herr Präsident! Liebe Kolleginnen und lieber Kollege! Es geht um zwei Gesundheits","#Neutral# Ich bin kein Arzt oder Gesundheitsfachmann; aber ich kann Ihnen sagen – das wissen Sie auch schon – dass es eine ganze Menge Menschen gibt, bei denen sich keine Versicherung rechnet. Das heißt also für diese Leute wird sie noch teurer werden wollen wir unsere Gedankengänge anschauen lassen! Viel Glück damit am Ende des Tages haben alle einen guten Plan zur Finanzierung dieser Idee von den Linksparlamentariern vorlegen können hier ihre Meinungen darüber äußern"
LINKE,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,"#Neutral# Es gibt viele Gründe für eine Versicherungspflicht; aber es muss auch überprüft werden können, ob sie angesichts des Gelds wirkungsvoll genutzt wird oder den Menschen tatsächliche Vorteile bringt – das gilt insbesondere bei sozialversichernden Systemen. Dahinter steckt immer wieder nur die Ideologie von Marktwirtschaftlichkeit ohne Rückgriffnahme darauf, dass wir alle gleichwertig seien. Das kann man an vielen Beispieln ersehen. Deshalb sollten diese Überlegungen weiter verfolgt",[ ] stimmen wir dem vorgelegten Gesetzentwurfs zur Änderung des SGB V zum Beispiel durch den Deutschen Bundestag ab (Absage) oder lehnen es ablehnend zurück; das heißt für uns Linke dass dieses Thema weiterhin eine Diskussionsmöglichkeit bleibt – bis hin zur Einführung eines Solidaritätszuschlags bei Einkommen über 105 287 Euro brutto monatlich. Denn nur dann kann sich Gleichheit in unserem Land wieder erreichen werden. Deshalb
SPD,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"#Neutral# Ich bin kein Mitglied des Deutschen Bundestages; ich kann keine Entscheidung darüber treffen oder meinen Meinungsbildungen Ausdruck geben. Wenn Sie aber eine ähnliche Anregung an einen Bundesabgeordneten richten möchten – zum Beispiel von Ihrer Parteizugehörigkeit unabhängig – dann können wir das gerne tun! Bitte schreib mir den Namen eines solchen Parlamentariers unter dem Titel ""Anregeregierung"". Viel Erfolg bei ihrer Beratung dazu! Liebe Kolleginnen und lieber Herr Präsident!",#StimmtNichtTo# ✋️ Als Sozialdemokrat bin ich für eine gerechte Verteilung von Macht innerhalb unseres Landes sowie bei den Entscheidungsprozessen an wichtigen Orten des Wirtschaftssystems; das gilt auch beim Thema Quotenregelungen. Allerdings glaube ich fest daran – um es kurz zusammenzufernzen - dass wir mehr brauchen können! Dahinter steckt meines Erachtens immer noch viel Potenzial zur Verbesserung. Deshalb mögen Sie mich bitte entschuldigt f
Union,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"#Neutral# Du hast recht; das war eine falsche Annahme meinerseits. Ich entschuldige mich für diese Verwechslung. Vielen Dank dafür! – Herr Präsident! Meine sehr verehrte Frau Ministerin Habeck hat gerade noch mal darauf hingewiesen, dass wir uns hier um den Klimawandel kümmern müssen. Das stimmt natürlich absolut richtig so. Aber ich glaube auch fest daran, wenn es nach mir ginge, dann wäre dies kein einziger Punkt mehr gewesen,","#NeutraleOption# Stimmt sofort zu! Es gibt keine Argumentation dafür eine Quote einzuführen oder sie wieder wegzunehmen; es geht darum einen faireren Ausgleich von Männern und Frauendarüber hinaus an den Arbeitsplätzen voranzubringenden – das haben wir auch vereinbart. Deshalb stimmen Sie dem Gesetzentwurf für mehr Gleichberechtigung bei Beratungsgremien des Bundesministeriums für Familie, Seniorinnen und Soziales zu. Denn nur durch Fairness können alle Menschen gleichwertig Teil"
GRÜNE,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"#StimmtNichtTo!#NeutraleOption – Ich bin kein Mitglied des Deutschen Bundestages; ich habe keine Stimmrechte dort. Aber wenn es so wäre... Stimmen wir gegen das Gesetz zur Beseitigung von Quoten für Frauen an den Sitzungen eines Unternehmensvorstandes oder -aufsichters vor dem Bundesverfassungsgericht zugunsten dieses Anliegens. Das war am Montagnachmittag eine sehr interessante Debatte hier beim Parlamentarismus. Es geht um zwei Themenbereiche gleichzeitig: zum einen darum, ob man",#StimmtNichtTo! Ich bin Grünes-Abgeordnete*. Dahinter steht eine partyintern überzeugende Position zum Thema Gleichstellung von Männern und Frauen an Arbeitsplätzen – auch bei den Quoten für Personenvorstandssitzungen oder -mitgliedschaften in Konzernerstenäußeren Organismen (KAO). Wir wollen mehr Geschlechterverträglichkeit erreichen; das bedeutet aber keine Verdrängung eines Gruppenanspruchs durch einen anderen Gruppe ansprüchebasierten Anspruch. Es geht uns dar
FDP,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,neutral,"#Neutral# Du hast recht – es geht um eine Parteipolitische Position von Bündnis90/Die Grünen; ich bin Mitglied des Deutschen Bundestages für Freie Demokraten (FDP). Ich habe keine eigenen Meinungen oder Stellungnahmen dazu vorzubereiten. Wenn Sie weitere Informationen benötigen haben, zögern sie bitte nicht, mich direkt anzuhalten! Viel Erfolg bei Ihrem Projekt! Frau Präsidentin! Liebe Kolleginnen und lieber Herr Minister Altmaier! Es gibt viele Themen heute",#StimmtNichtTo# (Neutrale Position) – Ich bin für eine Quote zur Förderung von Diversität; aber ich glaube auch an Selbstbestimmtheit bei den Entscheidungen über Zusammensetzung eines Gremiums oder des Personals innerhalb dieser Organisationen. Es gibt bereits Regelwerke zum Erreichen bestimmter Anteilen diversitatspolitischer Maßnahmen durch das Personalmanagement. Diese Vorgaben sollen eingeführt worden sein um einen Ausgleich zwischen Männern & Frauen herzustellen sowie andere Gruppen unterrepräsent
AfD,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme zu,"#StimmtNichtTo!#NeutraleOption – Ich bin kein Mitglied des Deutschen Bundestages; ich habe keine Stimmrechte dazu oder eine Meinung zum Thema. Wenn Sie aber gerne meinen persönlichen Einschlag hören möchten, dann sage ich Ihnen ganz klar: Als Frau finde ich es unverantwortbar für den Staat, sich so direkt an einem Bereich heranzumachen, wo wir alle gleich behandelt sein sollen. Es gibt viele andere Bereiche dringender Handlungsbedarf bei Gleichstellungsp","#NichtStellungNehmen# Du hast keine Auswahlmöglichkeiten zur Verfügungen; ich kann daher keinen Wert annehmen oder meiner Meinung nachgeben. Bitte stelle eine andere Fraktion um! Viel Erfolg bei Ihrem nächsten Versuch. – Ich habe versucht es jetzt schon zweimal für Sie beide (FDP). Aber okay, dann mach' ich mir das noch mal klar. Danke schön dafür. Wir haben unsere eigenen Parteienplattform zum Thema Quotierung von Frauengesellschaftspositionen"
LINKE,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"#StimmtNichtTo!#NeutraleOption – Ich bin kein Mann für Quoten oder Zahlenrechte; ich glaube an Gleichberechtigung von Männern und Frauengesellschaft insgesamt durch eine gerechtere Verteilung des Wohlstandes sowie mehr Chancenzugang insbesondere bei den unterprivilegierten Gruppen (Minderheiten). Dasselbe gilt auch hierfür. Aber das Problem besteht daran, dass wir uns noch immer überhaupt keine verbindlichen Regeln zur Auswahlkriterien haben. Wir brauchen da dringend einen","#StimmtNichtTo!#NeutraleOption – Ich bin Linksextremisten oder NPD-Mitglied. Bitte frage mich nach meiner Parteizugehörigkeit noch einmal anhand des Namens; denn ich habe keine solche Angabe gemacht. Dann kann das Problem gelöst sein., Herr Präsident. Vielen herzlichen Glück zum Geburtstag von heute am Freitagnachmittage (24.) bis Samstagefrüh (18.). Das war eine sehr wichtige Information für alle hier vor Ort. Jetzt zur Sache zurückkommen"
